id,company_name,establishment_name,ein,street_address,city,state,zip_code,naics_code,industry_description,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths
1426250,Glacial Wood Products,Glacial Wood Products,472940317,410 Railway ave,Brooten,MN,56316,333243," Lathes, woodworking-type, manufacturing ",22,42000,2,0
1426251,Pro Sign Co.,Pro Sign Co.,231741447,251 Boot Road,Downingtown,PA,19335,339950, Electrical signs manufacturing ,63,127258,1,0
1426252,"UPSCO, Inc",Main Campus,160914607,67 Central St,Moravia,NY,13118,332996," Bends, pipe, made from purchased metal pipe ",105,187600,1,0
1426253,"St. Louis Paving, LLC","St. Louis Paving, LLC",822505052,1415 Ashby Road,St. Louis,MO,63132,238990," Asphalting, residential and commercial driveway and parking area ",32,50909,1,0
1426254,"Firestone Energy Services, LLC",Firestone Energy Services,831270114,PO Box 303,Pleasant Unity,PA,15676,562910," Remediation services, environmental ",50,83895,1,0
1426255,Aktion Parks-Miami Watersports Complex,Aktion Parks-Miami Watersports Complex,271224816,"401 E 65th Street,  FL 33013",Orlando,FL,33013,713110," Water parks, amusement ",32,21437,2,0
1426256,St. Clair County Road Commission,St. Clair County Road Commission - Central Service Center,383060468,21 Airport Drive,St. Clair,MI,48079,488490," Snow clearing, highways and bridges, road transportation ",45,83735,1,0
1426257,Central PA Auto Auction Inc,Central PA Auto Auction Inc,232478540,41 Airstrip Drive,Mill Hall,PA,17751,425120," Automobile auctions, wholesale ",60,87308,1,0
1426258,Vision Innovation Partners,"NEI Ambulatory Surgery Center, LLC",232429169,200 Mifflin Ave,Scranton,PA,18503,621111," Ophthalmologists' offices (e.g., centers, clinics) ",25,50000,2,0
1426259,Aktion Parks-Orlando Watersports Complex,Aktion Parks-Orlando Watersports Complex,364739599,8615 Florida Rock rd. ,Orlando,FL,33013,713110," Water parks, amusement ",40,39410,2,0
1426260,Transwall,Transwall Office Systems,203524714,1220 WILSON DR,WEST CHESTER,PA,19380,236210, Manufacturing building construction ,90,161401,1,0
1426261,"Monco Constructors, Inc","Monco Constructors, Inc",811307639,PO Box 907,Barrackville,WV,26559,238990," Concrete paving, residential and commercial driveway and parking area ",40,55562,2,0
1426262,"Better Way Services, Inc.","Better Way Services, Inc.",264498745,"5329 office center court, #125",Bakersfield,CA,93309,624120," Activity centers for disabled persons, the elderly, and persons diagnosed with intellectual and developmental disabilities ",50,94819,2,0
1426263,,Overhead Inc,344443980,340 New Towne Square Dr,Toledo,OH,43612,238350," Garage door, residential-type, installation ",82,1551898,1,0
1426264,"Beauport Ambulance Service, Inc.","Beauport Ambulance Service, Inc.",42822299,19R Pond Rd.,Gloucester,MA,1930,621910," Ambulance services, air or ground ",110,171536,1,0
1426265,"Holly Label Company, Inc.","Holly Label Company, Inc.",231912805,1656 Maloney Hill Road,Nicholson,PA,18446,323111," Print shops, flexographic (except printing books) ",22,43740,2,0
1426266,Shaw Development,Shaw Development,112062656,25190 Bernwood Drive,Bonita Springs,FL,34135,332420," Gas storage tanks, heavy gauge metal, manufacturing ",250,517463,1,0
1426267,Stepstone Hospitality,Hotel Indigo,822039990,810 Red River,Austin,TX,78701,721110," Hotels, resort, without casinos ",42,52616,1,0
1426268,Challenge Manufacturing,Challenge Manufacturing - Kansas City Manufacturing,382373161,10501 NW Transcon Dr,Kansas City,MO,64153,336370," Job stampings, automotive, metal, manufacturing ",361,785008,1,0
1426269,"The Frog, Switch & Manufacturing Company","The Frog, Switch & Manufacturing Company",230605220,600 East High Street,Carlisle,PA,17013,331513," Foundries, steel (except investment) ",46,61869,1,0
1426270,StepStone Hospitality,Le Merdien bythe Galleria Dallas,822031211,"13402 Noel Rd,",Dallas,TX,75240,721110," Hotel management services (i.e., providing management and operating staff to run hotel) ",45,55349,2,0
1426271,ICM Ventures Inc.,"ICM, Inc. Technology Development",481161098,2811 South 11th Street,Saint Joseph,MO,64503,541712, Agriculture research and development laboratories or services (except biotechnology research and development) ,13,26138,2,0
1426272,"Fricke Management and Contracting, Inc.","Fricke Management and Contracting, Inc.",274256411,1510 North 7th Street,Murphysboro,IL,62966,236210," Industrial building (except warehouses) construction, general contractors ",1,100,2,0
1426273,Dow Services Inc,Dow Services Inc,,"Attn:  Julie Belch, 2902 1st Ave N",Fargo,ND,58102,561720, Cleaning offices ,57,42333,1,0
1426274,ICM Ventures,"ICM, Inc.",481161098,310 N. First Street,Colwich,KS,67030,332312, Fabricated structural metal manufacturing ,211,447363,1,0
1426275,WER Corp.dba Aluminum Alloys,"WER Corp.dba Aluminum Alloys, Inc",232227591,4601 W Penn Ave,Sinking Spring,PA,19608,331524, Aluminum foundries (except die-casting) ,60,100200,1,0
1426276,ICM Ventures Inc.,Pellet Tech - York,811824385,2941 N. Division Ave.,York,NE,68467,311119, Animal feed mills (except dog and cat) manufacturing ,20,44663,2,0
1426277,ICM Ventures Inc.,ICM Biofuels,464386672,2811 South 11th Street,Saint Joseph,MO,64503,325193," Ethanol, nonpotable, manufacturing ",43,100309,1,0
1426278,"Cornerstone Roofing, Inc.","Cornerstone Roofing, Inc.",911712646,17624 15th Ave SE #101A,Bothell,WA,98012,238160, Steep slope roofing installation ,32,56140,1,0
1426279,"A&M Roofing Services, LLC","A&M Roofing Services, LLC",261369450,123 Tewksbury Street,ANDOVER,MA,1810,238160, Roofing contractors ,65,135613,1,0
1426280,Stepstone Hospitality,Holiday Inn Express Downtown Austin,822039990,805 Neches Street,Austin,TX,78701,721110, Hotels (except casino hotels) ,30,34592,2,0
1426281,Red River Biorefinery,Red River Biorefinery,,2355 N. 39th St,Grand Forks,ND,58203,325193," Ethyl alcohol, nonpotable, manufacturing ",33,74382,2,0
1426282,"Ringneck Energy, LLC","Ringneck Energy, LLC",451859451,901 Redwood Ave,Onida,SD,57564,325193, Denatured alcohol manufacturing ,42,105197,1,0
1426283,"Messier & Associates, Inc.","Messier & Associates, Inc.",611398545,1505 Fabricon Blvd,Jeffersonville,IN,47130,484220," Dump trucking (e.g., gravel, sand, top soil) ",30,40,1,0
1426284,"Deshler Mechanical Contractors, Inc.",Deshler Mechanical,621084633,1122 Gregory Drive,Gallatin,TN,37066,238220, Mechanical contractors ,27,56372,2,0
1426285,Building Systems Transportation Company,Building Systems Transportation Company,311289790,460 High Street,London,OH,43140,484121," General freight trucking, long-distance, truckload (TL) ",150,402750,1,0
1426286,"ICM Ventures, Inc.",Mid-Continent Aviation Services,,1640 S Airport Rd,Wichita,KS,67209,488190," Aircraft maintenance and repair services (except factory conversion, factory overhaul, factory rebuilding) ",20,39192,2,0
1426287,Consolidated Storage Solutions Inc,Consolidated Storage Solutions Inc,262958880,120 State Street,Zanesville,OH,43701,493120, Cold storage warehousing ,54,113355,1,0
1426288,"Mellott Wood Preserving Co., Inc.","Mellott Wood Preserving Co., Inc.",232221782,1398 Sawmill Rd,Needmore,PA,17238,321114," Railroad ties (i.e., bridge, cross, switch) treating ",33,68625,1,0
1426289,45 Degree Logistics,45 Degree Logistics,262958833,302 State Street,Zanesville,OH,43701,484210," Motor freight carrier, used household goods ",18,33280,2,0
1426290,HAMILTON MACHINE CO,HAMILTON MACHINE CO,620872941,464 WOODYCREST AVE,NASHVILLE,TN,37210,332710, Machine shops ,90,165742,1,0
1426291,Precision Metals Inc.,Precision Metals Inc.,,1315 Greg St. Suite 106,Sparks,NV,89431,332322," Machine guards, sheet metal (except stampings), manufacturing ",29,60320,1,0
1426292,,Dillie and Kuhn Inc,840929438,2875 Akers DR,Colorado Springs,CO,80922,237130," Cable laying (e.g., cable television, electricity, marine, telephone), including underground ",25,46604,1,0
1426293,The Kroot Corporation,TKC,351112017,2915 State Street,Columbus,IN,47201,423930, Metal scrap and waste merchant wholesalers ,48,82645,1,0
1426294,TMC Taylor Construction Inc,"TMC Taylor Construction, Inc.",561467056,1406 Castle Hayne Rd,Wilmington,NC,28401,236220," Addition, alteration and renovation general contractors, commercial and institutional building ",27,56813,2,0
1426295,,Beamon & Johnson Inc,540718230,149 S Saratoga Street,Suffolk,VA,23434,441310, Automotive parts and supply stores ,190,319179,1,0
1426296,Delta-Montrose Electric Company,DMEA,840185658,11925 6300 Road,Montrose,CO,814018206,221122, Distribution of electric power ,108,234946,2,0
1426297,Ruholl Family Corporation (Sears),Ruholl Family Corporation (Sears),371354100,1306 Thelma Keller Ave.,Effingham,IL,62401,443141," Appliance stores, household-type ",10,10612,2,0
1426298,,deBoer Transportation Inc.,,PO Box 145,Blenker,WI,54410,484121," Motor freight carrier, general, long-distance, truckload (TL) ",165,465936,1,0
1426299,"SWE, Inc.","SWE, Inc.",721271815,39478 Hwy 190 E,Slidell,LA,70461,325998," Inhibitors (e.g., corrosion, oxidation, polymerization) manufacturing ",49,88661,2,0
1426300,"Arrow Cleaning and Restoration, inc",Arrow Service Team,,2925 E Broadway,Bismarck,ND,58501,236118," Remodeling and renovating general contractors, residential ",51,72602,1,0
1426301,"Siouxland Fabricating, Inc","Siouxland Fabricating, Inc",200125645,3114 Eagle Avenue,Rock Valley,IA,51247,332313, Fabricated plate work manufacturing ,75,126220,1,0
1426302,"Kroot Transport, L.L.C.",KTL,460785265,2915 State Street,Columbus,IN,47201,484110," General freight trucking, local ",33,76852,1,0
1426303,LevitasBio,LevitasBio,821906978,1455 Adams Dr.,Menlo Park,CA,94025,334516," Acidity (i.e., pH) measuring equipment, laboratory analysis-type, manufacturing ",34,60000,2,0
1426304,JMS Senior Living,Steelville Senior Living,822772882,311 N Spring St,Steelville,MO,65565,623110, Skilled nursing facilities ,59,94454,1,0
1426305,Morgan County REA,Morgan County Rural Electric Association ,840271515,734 Barlow Road,Fort Morgan,CO,807010738,221122, Distribution of electric power ,38,74524,2,0
1426306,"American Control and Engineering Service, Inc","American Control and Engineering Service, Inc",432070774,14433 SW 150th,Rose Hill,KS,67133,811310, Commercial and industrial machinery repair and maintenance services ,31,66217,1,0
1426307,"Mars Petcare US, Inc.",VIC,431350515,13243 Nutro Way,Victorville,CA,92395,311111," Animal feed mills, dog and cat, manufacturing ",120,371880,1,0
1426308,"Jim Murray Roofing, Inc.","Jim Murray Roofing, Inc.",814059502,322 N Tustin St,Orange,CA,92867,238160, Roofing contractors ,40,74961,1,0
1426309,Electric Company of Omaha,"Independent Investors, Inc.",470647959,2132 South 156th Circle,Omaha,NE,68130,238210," Electrical, electrical wiring, and low voltage electrical work ",196,288262,1,0
1426310,McDonough District Hospital,McDonough District Hospital,376016777,525 East Grant Street,Macomb,IL,61455,622110, General medical and surgical hospitals ,477,867960,1,0
1426311,Mars Petcare,WIT,431350515,411 Martin Ave,Tomah,WI,54660,311111," Dog and cat food (e.g., canned, dry, frozen, semimoist), manufacturing ",75,162794,1,0
1426312,Weber Refrigeration & Heating Inc. ,Weber Refrigeration & Heating Inc. ,480902732,11154 Kliesen St.,Dodge City ,KS,67801,238220," Heating, ventilation and air-conditioning (HVAC) contractors ",35,61579,1,0
1426313,Gillespie Lumber,Gillespie Lumber,752824567,8211 S US Highway 59,Nacogdoches,TX,75963,321113, Custom sawmills ,76,45534,2,0
1426314,Horizon Glass Co.,Horizon Glass Co.,431345272,5267 Northrup Ave,St. Louis ,MO,63110,238150," Curtain wall, glass, installation ",21,49199,2,0
1426315,Regal Distributing,REGAL DISTRIBUTING,430832289,17201 W 113th st. ,Lenexa,KS,66219,424990," General merchandise, nondurable goods, merchant wholesalers ",53,110240,2,0
1426316,"Lester Contracting, Inc","Lester Contracting, Inc",,3677 State Highway 35 South,Port Lavaca,TX,77979,238910," Excavating, earthmoving, or land clearing contractors ",90,201583,1,0
1426317,"Thirteen RF, Inc.","Thirteen RF, Inc.",371365091,1510 North 7th Street ,Murphysboro,IL,62966,332312, Fabricated structural metal manufacturing ,35,149023,2,0
1426318,California Gasket and Rubber Corp.,California Gasket and Rubber Corp.,952245526,533 West Collins Ave.,Orange,CA,92867,339991, Gaskets manufacturing ,38,73000,2,0
1426319,RICE FARMERS COOPERATIVE,RICE FARMERS COOPERATIVE,740860845,106 NORTH MARKET STREET,EL CAMPO,TX,77437,424510," Rice, unpolished, merchant wholesalers ",29,59968,1,0
1426320,Gaddis & McLaurin Gin,Gaddis & McLaurin Gin,,400 West Madison St,Bolton,MS,39041,115111, Cotton ginning ,6,24418,2,0
1426321,"Erie Molded Plastics, Inc","Erie Molded Plastics, Inc",251415638,6020 West Ridge Road,Erie,PA,16506,326160," Bottles, plastics, manufacturing ",50,65742,1,0
1426322,"Colonial Metal Products, Inc.","Colonial Metal Products, Inc.",251637593,2350 Quality Lane,Hermitage,PA,16148,423510, Metals service centers ,51,118910,1,0
1426323,Pechal Cabinets,Pechal Cabinets,,18451 SE HK Dodgen loop,Temple,TX,76501,321219," Board, bagasse, manufacturing ",15,31200,2,0
1426324,FRED HILL MECHANICAL INC.,FRED HILL MECHANICAL INC.,,1137 NEEDHAM STREET,MODESTO,CA,95354,238220, Central air-conditioning equipment installation ,8,16640,2,0
1426325,"Service Machine Specialties, Inc","Service Machine Specialties, Inc",721134146,1519 Aymond,Eunice,LA,70535,332710, Machine shops ,52,66378,2,0
1426326,"ACTION HEATING & COOLING, INC.",ACTION HEATING & COOLING INC.,621559389,96 OBRIEN DRIVE,CROSSVILLE,TN,38555,238220, Plumbing fixture installation ,43,89090,1,0
1426327,Force Control Industries,Force Control Industries,310747124,3660 Dixie Highway,Fairfield,OH,45014,333612," Drives, high-speed industrial (except hydrostatic), manufacturing ",42,78805,2,0
1426328,SOWEGA COTTON GIN & WAREHOUSE LLC,Sowega Cotton Hartford,,926 S State Highway 123,HARTFORD,AL,36344,115111, Cotton ginning ,27,53321,2,0
1426329,"ADMAN ELECTRIC, INC.","ADMAN ELECTRIC, INC.",620940456,2311 E 28th Street,Chattanooga,TN,37407,238210, Electrical contractors ,338,657916,2,0
1426330,Foodland Distribution LLC,Foodland Distribution LLC,463887419,56 Oak Hill Way #B,Brockton,MA,2301,484220," Agricultural products trucking, local ",45,72179,1,0
1426331,SOWEGA COTTON GIN & WAREHOUSE LLC,"Sowega Cotton Gin & Warehouse, LLC",,1048 OLD PELHAM RD,CLIMAX,GA,39834,115111, Cotton ginning ,41,103913,1,0
1426332,"Tunnel Management, Inc.",Tunnel Management Inc,611302314,"Cumberland Gap Tunnel, Kentucky Portal Building Rt. 25E",Middlesboro,KY,40965,488490," Bridge, tunnel, and highway operations ",38,93191,2,0
1426333,Palos Community Consolidated School District 118,Palos West Elementary School,366004336,12700 South 104th Avenue,Palos Park,IL,60464,611110, Elementary schools ,97,107674,2,0
1426334,american covers inc,american covers inc,721288372,22252 marshall road,mandeville,LA,70471,314910," Awnings and canopies, outdoor, made from purchased fabrics ",24,34487,2,0
1426335,Binkley Construction,Binkley Construction,,"1835 Spirit Of Texas Way, Suite 140",CONROE,TX,77301,236220," Mausoleum (i.e., building) construction ",19,20676,2,0
1426336,Randall Electric,Randall Electric,,5108 Creek Meadow,Spicewood,TX,78669,238210, Electrical contractors ,50,82806,1,0
1426337,Palos Community Consolidated School District 118,Palos South Middle School,366004336,13100 South 82nd Avenue,Palos Park,IL,60464,611110, Elementary schools ,79,99774,1,0
1426338,Construction Implements Depot ,Construction Implements Depot,271549455,1248 North Main St,Denton,NC,27239,333111, Bale throwers manufacturing ,200,484716,1,0
1426339,Palos Community Consolidated School District 118,Palos East Elementary School,366004336,7700 West 127th Street,Palos Heights,IL,60463,611110, Elementary schools ,82,96705,1,0
1426340,"K. Wohltman Construction, Inc","K. Wohltman Construction, Inc.",364122203,18700 N US HWY 45,Effingham,IL,62401,236210,"Industrial Building (Except Warehouses) Construction, General Contractors",21,41381,2,0
1426341,"Nystrom Electric Company, Inc.","Nystrom Electric Company, Inc.",420865450,1504 W. 3rd Street,Sioux City,IA,51103,238210, Electric contracting ,31,58450,2,0
1426342,Palos Community Consolidated School District 118,Palos School District 118 Transportation Department,366004336,7710 West 127th Street,Palos Heights,IL,60463,485410, School bus services ,29,28912,2,0
1426343,"Pear Valley Vineyard, Inc.","Pear Valley Vineyard, Inc.",223916678,PO Box 5120,Paso Robles,CA,93447,312130, Grape farming and making wine ,13,15505,2,0
1426344,Palos Community Consolidated School District 118,Palos Community Consolidated School District 118,366004336,8800 West 119th Street,Palos Park,IL,60464,611110, Elementary schools ,19,36624,2,0
1426345,ACW Construction,ACW Construction,870637321,3427 S. 500 W.,Salt Lake City,UT,84115,238160, Sheet metal roofing installation ,22,45760,1,0
1426346,Curry Farms LLC,Curry Farms LLC,843777594,1091 E Curry Farms Rd,Pearce,AZ,85625,111219," Vegetable and melon farming, vegetable (except potato) and melon dominant crops, field, bedding plants and seed production ",21,41383,1,0
1426347,Fortune-Johnson LLC,Fortune-Johnson LLC,862115392,"3740 Davinci Court, Suite 220",Peachtree Corners,GA,30092,236116," Housing, multifamily, construction general contractors ",105,210004,2,0
1426348,"Performance Mechanical, Inc","Performance Mechanical, Inc",473076768,11104 Watt Circle,San Antonio,TX,78233,238220, Plumbing and heating contractors ,15,31200,2,0
