Author,Title,Type of Ban,Secondary Author(s),Illustrator(s),Translator(s),State,District,Date of Challenge/Removal,Origin of Challenge,Authors,Description,Categories,Page Count,Published Date
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned Pending Investigation,,"Forney, Ellen",,Oklahoma,Bristow Public Schools,Oct-21,Administrator,Sherman Alexie,"A New York Times bestseller—over one million copies sold! A National Book Award winner A Boston Globe-Horn Book Award winner Bestselling author Sherman Alexie tells the story of Junior, a budding cartoonist growing up on the Spokane Indian Reservation. Determined to take his future into his own hands, Junior leaves his troubled school on the rez to attend an all-white farm town high school where the only other Indian is the school mascot. Heartbreaking, funny, and beautifully written, The Absolutely True Diary of a Part-Time Indian, which is based on the author's own experiences, coupled with poignant drawings by Ellen Forney that reflect the character's art, chronicles the contemporary adolescence of one Native American boy as he attempts to break away from the life he was destined to live. With a forward by Markus Zusak, interviews with Sherman Alexie and Ellen Forney, and black-and-white interior art throughout, this edition is perfect for fans and collectors alike.",Young Adult Fiction,299,2012-01-10
"Alexie, Sherman",The Absolutely True Diary of a Part-Time Indian,Banned Pending Investigation,,"Forney, Ellen",,Texas,Fredericksburg Independent School District,Mar-22,Administrator,Sherman Alexie,"A New York Times bestseller—over one million copies sold! A National Book Award winner A Boston Globe-Horn Book Award winner Bestselling author Sherman Alexie tells the story of Junior, a budding cartoonist growing up on the Spokane Indian Reservation. Determined to take his future into his own hands, Junior leaves his troubled school on the rez to attend an all-white farm town high school where the only other Indian is the school mascot. Heartbreaking, funny, and beautifully written, The Absolutely True Diary of a Part-Time Indian, which is based on the author's own experiences, coupled with poignant drawings by Ellen Forney that reflect the character's art, chronicles the contemporary adolescence of one Native American boy as he attempts to break away from the life he was destined to live. With a forward by Markus Zusak, interviews with Sherman Alexie and Ellen Forney, and black-and-white interior art throughout, this edition is perfect for fans and collectors alike.",Young Adult Fiction,299,2012-01-10
"Alexie, Sherman",Thunder Boy Jr.,Banned Pending Investigation,,"Morales, Yuyi",,Florida,Duval County Public Schools,Jan-22,Administrator,Thomas Schiele,"In the book Thunder Boy Jr., students will be inspired by a boy named Little Thunder who works to create his identity. This instructional guide for literature is filled with activities and lessons to support students as they read the book. Students will analyze story elements in various ways, participate in close reading and text-based vocabulary practice, determine meaning through text-dependent questions, and more, using the provided resources and graphic organizers.",Education,74,2017-03-01
"Alger, Cristina",Girls Like Us (2019),Banned in Libraries,,,,Florida,Indian River County School District,Nov-21,Administrator,Cristina Alger,"The instant New York Times bestseller, for the first time in mass market: Worlds collide when an FBI agent investigates a string of grisly murders on Long Island and faces the impossible question: What happens when the primary suspect is your father? FBI agent Nell Flynn hasn't been home in ten years. Nell and her father, Homicide Detective Martin Flynn, have never had much of a relationship. And Suffolk County will always be awash in memories of her mother, Marisol, who was murdered when Nell was just seven. When Martin dies in a motorcycle accident, Nell returns to the house where she grew up so that she can spread her father's ashes and close his estate. At the behest of her father's partner, Detective Lee Davis, Nell becomes involved in an investigation into the murders of two young women in Suffolk County. The further Nell digs, the more likely it seems to her that her father should be the primse suspect--and that his friends on the police force are covering his tracks. Plagued by doubts about her mother's murder, and her own role in exonerating her father in that case, Nell can't help but ask questions about who killed the two women and why. But she may not like the answers she finds--not just about those she loves, but about herself.",Fiction,321,2021-07-27
"Alko, Selina",The Case for Loving: The Fight for Interracial Marriage,Banned in Classrooms,,"Qualls, Sean",,Pennsylvania,Central York School District,Aug-21,Administrator,Selina Alko,The fight for interracial marriage.,Juvenile Nonfiction,0,2015
"Allende, Isabel",The House of the Spirits,Banned Pending Investigation,,,,Florida,Indian River County School District,Nov-21,Administrator,Isabel Allende,"This “spectacular… absorbing and distinguished work…is a unique achievement, both personal witness and possible allegory of the past, present, and future of Latin America” (The New York Times Book Review). The House of the Spirits, which introduced Isabel Allende as one of the world’s most gifted storytellers, brings to life the triumphs and tragedies of three generations of the Trueba family. The patriarch Esteban is a volatile, proud man whose voracious pursuit of political power is tempered only by his love for his delicate wife Clara, a woman with a mystical connection to the spirit world. When their daughter Blanca embarks on a forbidden love affair in defiance of her implacable father, the result is an unexpected gift to Esteban: his adored granddaughter Alba, a beautiful and strong-willed child who will lead her family and her country into a revolutionary future. One of the most important novels of the twentieth century, The House of the Spirits is an enthralling epic that spans decades and lives, weaving the personal and the political into a universal story of love, magic, and fate.",Fiction,512,2015-10-27
"Alley, Kristy Dallas",The Ballad of Ami Miles,Banned Pending Investigation,,,,Tennessee,Collierville Schools,Feb-22,Administrator,Kristy Dallas Alley,"A teen girl on a quest to find her long-lost mother finds herself on a journey of self-discovery in Kristy Dallas Alley's moving YA debut, The Ballad of Ami Miles. Raised in isolation at Heavenly Shepherd, her family’s trailer-dealership-turned-survival compound, Ami Miles knows that she was lucky to be born into a place of safety after the old world ended and the chaos began. But when her grandfather brings home a cold-eyed stranger, she realizes that her “destiny” as one of the few females capable of still bearing children isn’t something she’s ready to face. With the help of one of her aunts, she flees the only life she’s ever known and sets off on a quest to find her long-lost mother (and hopefully a mate of her own choosing). But as she journeys, Ami discovers many new things about the world...and about herself.",Young Adult Fiction,216,2020-12-01
"Allison, Anthony",Hear These Voices: Youth at the Edge of the Millennium,Banned Pending Investigation,,,,Florida,Indian River County School District,Nov-21,Administrator,Anthony Allison,"Presents case studies of teenagers living with homelessness, prostitution, alcoholism, and neighborhood violence and interviews with staff members from organizations committed to helping teenagers in crisis.",Youth,N/A,2001-10-01
"Allman, John Robert",A is for Audra: Broadway's Leading Ladies from A to Z,Banned in Classrooms,,"Emmerich, Peter",,Pennsylvania,Central York School District,Aug-21,Administrator,John Robert Allman,"Broadway babies, it's never too early to learn about the great women of American musical theater! From Audra McDonald to Liza with a ""Z,"" this is a showstopping alphabet board book featuring your favorite leading ladies of the Broadway stage. Step into the spotlight and celebrate a cavalcade of Broadway's legendary leading ladies. Start with ""A"" for six-time Tony Award winner Audra McDonald, then sing and dance your way through the alphabet with beloved entertainers like Carol Channing, Angela Lansbury, Patti LuPone, Bernadette Peters, Chita Rivera, Lea Salonga, and Liza Minnelli! With their signature voices and iconic roles, these talented women have created some of the greatest moments in musical theater history. Broadway fans and theater lovers everywhere will give a standing ovation to this one-of-a-kind tribute full of toe-tapping rhymes, with illustrations as bright and beautiful as the shining lights on any marquee.",Juvenile Nonfiction,43,2023-10-03
"Altman, Linda Jacobs","Bioethics: Who Lives, Who Dies, And Who Decides?",Banned Pending Investigation,,,,Texas,Granbury Independent School District,Jan-22,Administrator,Albert R. Jonsen,"Bioethics asks fundamental questions. ""Who lives? Who dies? Who decides?"" These questions are relevant to us all. Too often, the general public's sole encounter with these weighty questions is through sound bites fed to us by the media--where complex, difficult matters are typically presented in superficial and inaccurate terms. Here, renowned bioethicist Albert R. Jonsen equips readers with the tools and background to navigate the fascinating and complex landscape of bioethics. Bioethics Beyond the Headlines is a primer. You will not find convoluted philosophical arguments in this volume. Rather, you will find an engaging sampling of the key questions in bioethics, including euthanasia, assisted reproduction, cloning and stem cells, neuroscience, access to healthcare, and even research on animals and questions of environmental ethics--areas typically overlooked in general introductions to bioethics. But a ""primer"" is not merely a first book--it should also ""prime"" the interest of the reader, to prepare the mind for a more expansive venture into these issues. Bioethics Beyond the Headlines intends to do just that.",Medical,218,2005
